Rating,Weak_foot,Skill_Moves,Potential,ValueUnified
76,3,3,77,9000000
70,3,1,70,675000
64,2,3,67,550000
72,4,1,75,4500000
78,3,3,80,10500000
74,3,3,78,7500000
78,3,2,80,9000000
71,2,3,68,950000
66,4,3,70,950000
68,3,2,68,700000
62,2,3,63,375000
76,3,3,78,9500000
57,3,2,60,130000
70,2,4,72,2800000
74,3,2,73,3200000
59,3,2,61,150000
69,3,2,71,1100000
68,3,2,70,1400000
71,4,3,74,3200000
70,2,3,74,1900000
63,3,2,63,325000
78,3,3,78,10500000
83,4,1,90,31000000
77,2,3,80,11500000
67,3,3,67,600000
75,2,1,72,825000
70,3,3,73,2300000
72,3,2,79,6500000
62,3,2,62,180000
70,3,2,69,1100000
63,3,3,66,625000
87,3,1,93,57000000
71,3,2,72,2200000
73,3,2,80,4800000
65,3,2,69,500000
71,4,4,72,2100000
61,3,1,60,140000
64,3,1,66,375000
73,3,2,72,2700000
72,3,2,74,2500000
58,3,2,61,160000
71,3,3,77,3200000
73,3,2,76,5000000
72,3,2,74,3100000
73,3,4,74,4700000
64,3,4,70,950000
71,3,3,71,2000000
72,4,4,72,3200000
79,4,3,85,17500000
79,3,3,84,14000000
69,3,2,71,2500000
68,2,1,72,1900000
62,2,2,65,375000
67,2,1,70,675000
76,3,3,77,9000000
69,3,3,65,450000
70,3,3,76,3200000
74,3,3,80,8500000
62,3,2,67,400000
61,3,3,62,300000
65,4,3,70,625000
65,3,2,67,575000
64,4,2,65,280000
68,3,2,70,775000
75,3,2,77,5500000
66,3,2,68,650000
74,3,4,77,7000000
63,2,1,69,425000
78,4,3,78,11000000
66,2,2,67,800000
66,5,3,71,850000
73,2,2,79,6500000
71,3,2,76,2600000
71,3,2,69,775000
67,3,2,70,1300000
67,3,2,66,475000
72,2,2,76,4000000
80,3,3,83,19000000
73,2,3,75,6500000
59,2,2,70,525000
82,4,4,79,13000000
67,3,3,67,775000
80,3,4,80,15000000
74,3,2,74,4600000
62,1,1,66,280000
68,3,3,72,1000000
67,3,2,70,925000
73,3,2,77,4300000
69,3,2,69,825000
67,2,2,67,600000
65,3,2,73,1100000
64,2,2,70,525000
69,3,1,71,875000
69,4,3,72,1100000
66,3,3,70,850000
52,3,2,61,240000
70,2,2,71,2100000
59,2,3,64,210000
67,3,1,74,900000
80,4,2,83,17500000
79,3,1,83,9500000
70,2,1,71,1400000
67,3,2,75,950000
60,3,2,69,425000
59,2,3,62,120000
68,4,3,77,1400000
75,2,2,77,7500000
75,4,3,77,6000000
74,3,2,80,7500000
71,2,2,76,2600000
76,3,2,82,9000000
65,3,3,74,1400000
74,3,2,80,7500000
69,2,3,74,1900000
67,3,3,72,675000
64,3,2,71,625000
62,3,2,66,325000
71,3,2,71,1800000
68,3,2,72,1100000
77,2,1,78,6500000
67,3,2,69,675000
65,4,2,70,675000
68,4,2,71,1100000
65,3,2,65,450000
72,2,2,73,3000000
70,3,3,78,2800000
62,3,2,65,375000
66,4,4,66,650000
66,3,2,73,775000
73,2,2,75,4000000
59,3,2,62,190000
64,3,2,72,650000
74,4,3,77,7000000
54,2,1,58,80000
73,3,2,75,6500000
65,3,2,67,525000
65,3,3,65,550000
73,3,3,76,5000000
83,3,2,86,27500000
66,3,2,70,1100000
74,1,1,74,0
68,3,3,72,1300000
67,3,3,71,725000
75,4,3,72,2900000
72,4,3,72,3300000
62,2,2,62,230000
72,3,3,70,1800000
66,3,3,71,850000
70,3,2,70,1800000
65,4,3,68,675000
67,3,3,73,1200000
67,3,2,72,950000
61,2,1,65,230000
82,3,4,85,28000000
68,3,2,69,1100000
67,3,3,70,975000
75,3,3,75,6500000
72,3,3,72,2900000
66,3,2,68,700000
66,4,3,67,750000
65,3,3,65,600000
68,2,2,71,1100000
72,3,3,73,4100000
78,2,2,80,12500000
73,4,2,73,3300000
83,2,2,87,32500000
75,2,2,77,6500000
76,3,3,77,5500000
80,4,2,82,13000000
74,4,3,76,6500000
80,4,4,82,16000000
79,3,2,81,12500000
70,4,3,72,1200000
73,5,3,72,3100000
77,3,3,80,11000000
66,3,2,67,625000
67,3,3,67,600000
70,3,3,71,2100000
64,3,3,66,625000
66,3,3,67,550000
67,3,3,73,1000000
62,2,1,72,425000
78,3,1,79,8000000
78,3,1,79,8000000
78,3,1,79,8000000
78,3,1,79,8000000
74,2,4,74,5500000
58,3,2,59,170000
62,2,1,68,475000
66,3,4,70,975000
79,4,2,82,13000000
77,2,2,78,8500000
77,2,2,78,8500000
77,2,2,78,8500000
77,2,2,78,8500000
74,3,2,79,6500000
68,2,2,70,925000
71,3,2,75,2500000
68,3,1,71,800000
74,4,2,75,5000000
72,2,2,74,3000000
77,3,2,83,11500000
77,3,2,83,11500000
77,3,2,83,11500000
77,3,2,83,11500000
78,4,3,78,10500000
78,4,3,78,10500000
78,4,3,78,10500000
78,4,3,78,10500000
72,3,2,72,3300000
72,3,2,70,1400000
68,3,2,73,1000000
82,4,3,88,41000000
75,4,4,78,7500000
71,4,2,74,2000000
59,2,1,63,140000
66,3,2,67,800000
69,3,2,69,825000
68,2,2,72,750000
65,3,2,71,625000
58,3,2,64,180000
77,2,3,80,11500000
72,4,2,72,2900000
73,3,2,77,7000000
69,4,3,69,1100000
61,3,3,75,1400000
66,2,2,66,700000
71,4,3,72,2200000
79,3,3,80,14500000
68,3,2,71,1100000
72,3,3,73,3700000
63,3,3,68,425000
72,2,1,78,3900000
69,2,3,70,1200000
63,5,2,67,400000
72,4,2,73,3600000
72,3,3,75,4000000
65,3,2,65,575000
71,2,1,75,2200000
68,2,2,71,1100000
74,4,3,77,7000000
79,2,2,81,12500000
73,4,3,73,4200000
77,3,1,78,6500000
74,4,3,74,6000000
73,4,3,73,3100000
73,2,3,76,5000000
65,3,2,66,475000
72,3,2,81,9500000
71,3,2,74,3600000
70,3,3,73,2900000
68,1,1,71,700000
70,2,3,75,2000000
75,3,3,78,7500000
70,3,3,73,2900000
70,2,2,71,1600000
80,2,2,83,13500000
76,4,3,75,7000000
72,4,2,77,3500000
84,4,2,89,42000000
80,4,4,86,23500000
68,3,2,73,1000000
73,3,3,76,5000000
69,4,2,69,825000
65,3,2,65,260000
68,2,2,68,270000
70,3,3,74,2400000
66,3,3,66,625000
58,3,2,62,140000
62,3,3,65,230000
70,3,3,71,1600000
71,4,2,76,3100000
67,3,3,74,1100000
72,5,4,74,3000000
72,3,3,71,2400000
75,3,3,78,8500000
79,4,2,82,13000000
76,2,3,81,10000000
63,3,2,63,270000
56,3,2,55,60000
67,3,1,70,675000
63,3,3,73,900000
66,4,2,67,600000
67,4,3,64,475000
77,3,2,78,8500000
79,3,4,81,13000000
74,2,3,75,5000000
80,3,3,85,16500000
69,2,2,69,900000
71,3,3,75,3900000
77,3,3,83,12000000
67,3,2,71,925000
72,3,3,75,3100000
64,2,2,69,500000
72,2,2,76,3400000
71,2,2,71,1100000
80,4,4,82,16000000
84,3,2,92,46500000
76,4,2,76,7500000
70,3,2,70,0
70,3,3,69,1100000
72,3,2,72,0
65,4,2,69,675000
76,3,4,81,10500000
70,3,2,74,1900000
68,4,3,72,1300000
62,3,1,72,725000
79,3,3,82,16000000
76,3,2,77,7500000
83,2,3,83,21000000
66,3,3,69,675000
69,2,3,70,925000
68,3,1,71,875000
66,2,1,69,550000
66,3,2,77,2500000
70,3,3,77,4200000
77,4,3,80,12500000
77,4,3,80,12500000
77,4,3,80,12500000
77,4,3,80,12500000
67,2,3,70,1300000
76,4,3,79,9500000
62,4,3,71,450000
69,3,3,74,1400000
68,4,2,73,1200000
77,3,2,81,9500000
68,2,4,76,3200000
65,3,2,69,700000
71,3,2,75,2600000
67,3,3,71,1000000
68,3,2,73,1100000
73,3,2,76,3300000
67,4,3,71,1000000
76,3,2,82,10000000
71,3,2,74,2000000
68,3,3,75,1300000
74,2,1,80,5500000
65,3,2,66,500000
73,5,4,80,5500000
76,2,2,82,9000000
67,2,1,73,850000
83,4,4,87,34000000
72,3,3,78,5500000
66,2,2,74,1000000
65,3,3,70,725000
66,4,3,64,475000
72,3,4,73,2900000
71,3,2,75,2000000
78,3,3,81,12500000
67,3,2,74,1000000
66,3,2,63,325000
72,4,3,74,1400000
72,4,2,72,3100000
71,4,4,74,3000000
70,4,4,69,950000
72,3,1,81,4400000
60,3,3,65,280000
74,3,3,74,6000000
79,2,2,79,10000000
69,2,2,75,2000000
71,3,2,76,3300000
63,4,2,64,475000
81,4,4,86,24000000
71,3,2,76,2000000
70,3,2,75,2000000
62,3,2,68,500000
67,3,3,74,1400000
73,3,3,80,8500000
64,3,3,64,475000
72,4,3,73,3700000
68,2,2,69,825000
63,3,2,71,875000
67,3,3,75,2600000
71,3,3,75,3800000
74,3,3,79,7500000
68,4,3,71,1000000
77,3,2,76,6000000
75,2,2,74,3800000
70,3,2,75,1200000
75,3,3,76,7500000
72,2,3,70,975000
72,3,4,72,3000000
67,3,2,72,1100000
66,3,2,66,550000
66,3,2,67,550000
68,3,2,69,1100000
74,2,3,75,7000000
67,3,3,72,1200000
78,4,2,80,9500000
73,3,3,76,5000000
68,4,3,70,1100000
61,3,2,66,400000
67,3,3,67,825000
72,3,3,73,3500000
72,4,3,79,3700000
74,3,2,74,4600000
59,3,2,70,525000
66,3,3,72,875000
51,3,1,66,140000
85,3,3,90,59000000
68,3,3,72,1000000
77,3,2,82,11500000
57,3,1,65,110000
69,2,3,73,2200000
72,4,2,75,3900000
74,3,2,79,7000000
70,3,3,71,2300000
73,3,3,76,4100000
66,3,3,67,725000
68,3,2,67,625000
70,4,2,75,2000000
83,5,4,87,39500000
66,4,2,68,700000
69,3,2,70,1700000
66,5,4,72,875000
63,2,3,70,525000
67,4,3,66,675000
74,2,3,73,4300000
60,3,3,65,280000
64,3,1,76,800000
68,3,3,73,1200000
76,3,2,79,9000000
63,3,3,71,625000
52,3,3,59,70000
65,3,3,69,825000
66,2,1,68,550000
68,3,2,72,3200000
72,4,4,74,5500000
65,3,3,67,600000
70,2,3,74,2000000
66,3,2,66,525000
61,2,1,63,200000
64,3,2,64,325000
65,3,2,72,575000
67,3,2,68,700000
69,4,3,73,2900000
74,3,3,76,5000000
72,3,3,77,8000000
66,2,1,75,850000
67,4,2,67,450000
70,4,2,66,675000
68,4,2,68,900000
69,5,3,67,725000
64,2,2,69,425000
76,3,2,77,7000000
69,3,2,73,1200000
75,4,2,81,11000000
73,3,2,73,3700000
69,3,3,76,1300000
58,2,2,59,120000
79,3,2,87,25000000
61,3,3,70,975000
79,4,3,84,18500000
70,4,2,71,2400000
65,3,3,70,700000
69,3,2,72,1300000
73,4,2,73,2300000
70,3,3,69,1100000
66,2,3,66,625000
72,3,2,74,3800000
76,3,1,78,6000000
72,3,2,73,3600000
72,3,2,71,950000
75,3,3,81,9500000
72,3,3,76,2600000
71,2,2,78,6000000
67,4,3,71,1200000
67,3,2,67,800000
67,3,1,72,725000
70,4,3,75,3100000
68,3,3,74,2300000
74,4,3,74,5500000
64,3,2,65,550000
67,4,3,69,925000
62,3,2,73,600000
68,2,1,71,750000
69,3,2,71,1100000
70,4,5,76,2400000
76,4,3,81,10500000
81,4,4,89,31000000
69,3,2,70,875000
61,3,3,63,350000
71,3,3,71,2400000
66,2,2,73,1200000
72,2,3,78,5000000
76,4,3,76,6500000
64,4,2,69,825000
75,3,2,80,6500000
64,3,2,71,825000
64,3,3,68,575000
79,4,4,81,11500000
70,3,2,71,1300000
65,4,3,65,575000
68,3,3,72,1200000
61,3,2,69,375000
74,3,2,80,6500000
66,4,3,71,850000
62,2,2,69,500000
68,4,4,67,650000
66,3,3,67,825000
74,4,3,76,8000000
71,3,2,70,1300000
75,3,3,76,8000000
66,3,2,67,750000
72,3,3,75,4000000
64,3,2,68,900000
79,2,4,84,17000000
70,3,3,73,2200000
75,3,2,81,8500000
65,2,2,67,775000
60,3,2,59,120000
70,4,3,75,2400000
69,3,1,69,675000
79,3,3,84,14000000
73,3,2,75,5500000
79,4,3,84,14000000
79,4,3,84,14000000
79,4,3,84,14000000
79,4,3,84,14000000
81,3,4,87,29500000
83,2,4,87,29500000
67,3,2,67,425000
63,3,2,68,500000
64,3,2,67,750000
70,4,4,71,1100000
73,3,2,73,3200000
64,2,1,69,500000
66,2,4,67,575000
69,3,2,76,1500000
70,3,2,75,2000000
79,3,3,82,21000000
71,4,3,73,3600000
68,3,2,68,950000
63,3,2,73,600000
71,4,2,79,6500000
67,3,2,79,3000000
69,4,2,70,1900000
67,3,3,72,750000
65,3,3,69,925000
64,2,2,66,450000
66,3,2,69,675000
59,4,2,60,180000
72,4,3,75,6500000
65,4,2,66,700000
65,3,2,65,450000
74,3,2,78,7000000
70,3,2,72,2200000
61,3,2,67,350000
71,3,1,78,2400000
67,3,2,72,875000
69,4,2,72,1300000
68,2,2,69,775000
67,3,3,69,925000
73,3,1,78,6000000
65,3,2,70,600000
67,5,4,76,1200000
57,3,2,59,100000
61,2,2,67,290000
66,3,2,75,975000
68,3,2,74,1200000
69,3,1,76,1800000
66,3,3,71,825000
66,4,3,72,750000
75,4,3,80,10000000
64,2,2,65,375000
73,3,4,80,5500000
79,3,2,84,14500000
75,3,3,79,11000000
83,3,4,82,23000000
76,4,4,77,8000000
67,3,4,68,775000
69,3,1,72,925000
58,3,2,62,160000
74,4,4,78,7500000
74,4,3,82,10500000
66,4,2,70,825000
65,3,2,69,1000000
70,2,2,76,4100000
65,2,2,66,375000
70,2,1,72,1500000
75,4,4,74,5500000
68,2,1,72,775000
60,2,2,72,775000
75,3,3,77,6000000
77,3,2,79,8500000
74,3,4,77,7000000
73,3,2,78,5000000
67,3,2,66,475000
72,4,2,72,2800000
67,3,2,67,625000
68,3,2,71,975000
60,3,2,60,210000
66,5,2,66,475000
70,3,2,72,3100000
70,4,2,74,3000000
60,3,1,66,325000
71,3,3,71,1800000
65,3,2,71,1100000
76,4,2,78,7000000
61,2,1,65,260000
74,4,3,78,5500000
82,3,1,87,18000000
69,3,3,67,750000
63,3,2,67,475000
62,2,2,67,350000
64,2,2,68,500000
68,3,3,72,1100000
71,4,3,71,1600000
68,3,3,72,1100000
61,3,1,68,180000
67,4,3,68,800000
63,3,2,65,325000
77,4,4,82,13500000
69,3,2,75,4000000
67,3,2,73,1000000
63,3,2,70,525000
64,3,2,70,450000
71,3,2,71,1800000
70,2,2,76,2700000
58,3,1,63,140000
65,2,2,68,500000
71,3,2,76,2600000
58,3,2,63,140000
60,3,2,64,300000
70,3,3,74,2900000
78,2,2,76,6000000
61,3,1,69,425000
72,2,3,74,2400000
64,3,2,71,550000
66,2,2,70,700000
71,3,1,70,1200000
73,2,2,76,4200000
68,2,2,71,1100000
73,3,2,83,10500000
65,2,2,71,825000
68,3,2,76,2100000
67,4,3,73,1000000
80,4,3,80,16000000
62,4,3,69,525000
64,4,3,71,650000
61,3,2,67,290000
78,4,4,78,10500000
72,3,3,74,4900000
66,3,2,73,1000000
66,3,3,69,800000
63,3,2,66,475000
69,3,3,72,1100000
65,2,1,71,475000
70,2,3,70,1800000
63,3,2,67,475000
67,4,3,73,1000000
66,3,2,65,425000
71,3,3,70,1900000
63,3,3,68,575000
68,4,3,74,1200000
58,3,2,66,280000
76,4,5,84,14000000
69,3,2,78,2800000
59,3,2,62,160000
61,3,2,72,1300000
63,2,2,69,425000
82,3,2,86,27500000
73,4,4,76,3200000
67,3,3,74,1100000
69,3,2,73,1100000
68,4,3,74,1000000
65,3,3,73,900000
63,3,2,63,270000
66,2,1,70,600000
65,3,2,69,375000
60,2,2,68,260000
71,4,3,73,1200000
75,3,2,76,5500000
72,3,2,78,4500000
64,4,2,70,950000
67,3,1,64,300000
62,3,3,65,325000
71,3,2,70,1300000
70,4,3,74,3700000
65,4,3,70,725000
67,3,3,67,800000
68,3,2,72,975000
64,3,2,73,1000000
70,3,2,75,1200000
80,3,2,85,27500000
77,4,2,82,10000000
80,3,4,84,19500000
72,3,2,81,7000000
63,3,3,73,900000
64,3,2,72,775000
67,3,3,74,1200000
57,3,2,65,280000
71,4,3,79,3700000
63,3,2,74,1200000
70,2,4,73,2200000
77,4,3,84,14000000
70,3,3,72,1300000
57,4,2,58,120000
63,2,2,68,425000
73,3,3,73,3200000
82,3,3,84,22000000
60,3,2,70,325000
63,2,2,66,375000
73,2,3,72,2200000
62,3,2,62,325000
70,3,3,70,1200000
80,3,2,85,14500000
73,3,2,77,3400000
70,4,3,71,2100000
69,3,2,73,2400000
70,4,2,69,1000000
73,4,3,73,0
72,4,2,75,3200000
78,2,2,82,11000000
69,3,3,71,1100000
72,2,2,72,2300000
67,2,1,72,1900000
74,3,2,74,4400000
78,2,4,78,10500000
74,4,3,75,6500000
71,3,4,76,4100000
69,2,3,69,475000
69,3,3,72,1300000
71,2,3,72,2800000
71,3,3,71,2400000
66,3,2,66,0
64,3,3,73,1200000
72,3,2,73,3100000
71,4,3,75,1200000
80,3,3,88,21000000
62,3,2,70,700000
65,3,2,69,575000
67,3,2,67,800000
77,5,2,81,15500000
73,4,1,76,0
75,3,4,80,9000000
82,3,1,84,14000000
62,3,1,62,190000
64,3,2,70,700000
67,2,2,70,900000
70,2,3,75,3900000
72,3,2,76,3300000
65,3,3,67,750000
73,4,3,75,3900000
74,3,3,73,3400000
71,3,2,72,2800000
63,3,2,73,600000
61,3,3,69,525000
69,4,1,72,925000
57,3,1,69,240000
59,3,2,67,290000
69,3,2,69,850000
67,4,3,66,675000
69,3,1,67,300000
64,3,1,74,875000
65,3,2,65,450000
74,3,2,74,4300000
67,2,3,69,650000
66,3,2,68,650000
64,3,1,74,700000
69,3,2,73,1800000
63,3,2,65,350000
63,4,3,73,1000000
71,3,2,71,1600000
61,2,2,69,500000
71,3,2,77,3200000
69,3,4,72,2200000
73,3,3,73,3900000
69,3,2,75,3300000
73,3,2,79,7500000
67,3,2,71,925000
75,2,3,77,9000000
79,2,2,80,11500000
70,3,2,70,1700000
79,3,2,83,13500000
75,4,3,81,13000000
75,4,3,81,13000000
75,4,3,81,13000000
75,4,3,81,13000000
64,3,2,69,500000
66,3,4,68,775000
74,2,3,83,11000000
76,3,4,79,9500000
67,2,2,67,625000
67,3,2,69,825000
66,3,2,68,650000
75,4,3,82,9500000
67,3,2,67,500000
59,3,2,67,325000
71,3,3,71,2100000
73,4,2,74,3800000
78,4,3,82,13500000
78,4,3,82,13500000
78,4,3,82,13500000
78,4,3,82,13500000
68,4,2,68,575000
61,3,2,65,325000
65,3,3,69,925000
78,3,3,82,13000000
72,3,2,75,2600000
61,2,2,71,475000
75,3,2,74,3600000
70,3,2,69,1100000
78,4,4,85,14500000
70,3,4,73,1300000
80,3,2,85,17000000
67,3,1,72,800000
62,3,2,63,290000
67,3,2,68,800000
75,3,3,81,10000000
66,3,2,72,850000
77,3,1,78,7000000
73,2,2,77,4400000
67,3,2,75,975000
73,3,2,68,850000
62,3,2,65,325000
64,3,2,69,425000
70,3,3,74,3600000
77,3,2,77,4400000
68,5,3,68,950000
74,3,3,73,2900000
59,2,3,69,500000
69,3,2,65,425000
66,3,2,71,850000
68,3,2,67,575000
73,3,2,70,1400000
68,3,2,68,750000
68,2,2,66,475000
66,3,2,71,1600000
71,3,3,76,3200000
63,3,2,69,525000
64,3,2,73,675000
63,4,2,72,875000
60,3,2,66,400000
74,4,3,75,6500000
70,3,2,75,3100000
76,5,5,85,12000000
72,3,1,78,3100000
64,3,2,64,350000
69,3,3,66,650000
76,3,1,80,8500000
76,3,1,80,8500000
76,3,1,80,8500000
76,3,1,80,8500000
62,4,2,63,350000
66,3,1,74,875000
76,4,4,79,5500000
64,3,2,68,500000
69,4,3,73,1400000
66,3,2,64,170000
76,3,2,80,9000000
61,2,1,66,240000
72,4,2,72,3000000
82,3,2,82,18000000
74,3,2,75,5000000
69,2,3,73,2200000
76,4,3,82,10500000
62,3,3,68,425000
66,3,2,71,1100000
57,2,1,63,100000
63,3,3,65,525000
76,3,2,78,7500000
67,2,1,76,1800000
80,3,2,86,15000000
58,3,2,64,150000
64,3,2,67,575000
67,3,3,76,1300000
64,3,3,72,750000
69,3,3,72,1100000
59,3,1,65,150000
72,3,3,72,3000000
76,3,2,75,4900000
77,3,2,77,7000000
70,3,3,76,2400000
70,3,2,79,2400000
64,3,2,70,600000
69,4,2,74,1400000
69,3,2,73,1200000
69,3,2,69,825000
66,2,1,76,975000
71,2,2,75,2500000
60,3,3,64,270000
75,4,2,81,10500000
75,2,1,79,7000000
70,4,3,69,1100000
60,3,2,69,600000
73,4,3,76,8000000
68,2,2,70,900000
69,2,3,71,2100000
74,3,2,77,5500000
71,2,2,72,1800000
59,3,3,59,100000
68,3,2,72,975000
67,3,2,73,1000000
66,2,2,72,1100000
59,3,1,70,450000
63,3,2,65,375000
68,4,3,72,1200000
67,3,4,73,1000000
57,3,1,70,450000
65,2,2,66,525000
69,2,3,72,1300000
66,4,2,66,500000
69,3,2,73,3100000
72,3,2,72,1800000
69,3,2,71,2000000
71,3,2,78,2800000
63,3,2,73,775000
64,3,2,69,500000
69,2,3,77,2500000
67,4,3,70,950000
70,3,3,72,1300000
70,2,2,71,2100000
70,2,3,69,1100000
68,3,2,70,900000
84,4,5,84,30500000
66,4,3,70,950000
71,3,2,77,4400000
70,3,2,76,1300000
69,3,4,76,2400000
64,3,2,71,550000
64,3,2,66,450000
64,3,1,72,500000
62,2,3,67,475000
71,3,1,76,2900000
65,3,2,69,500000
61,3,1,65,230000
70,3,2,71,2000000
77,4,2,83,16000000
81,2,2,86,24000000
71,3,4,77,4200000
80,4,3,85,20000000
67,3,1,67,180000
73,4,4,77,9000000
72,4,3,73,2900000
67,1,3,72,2700000
70,3,1,76,1800000
75,3,3,72,3300000
64,3,2,68,500000
76,2,4,75,6500000
73,2,2,79,7500000
78,3,2,78,8500000
66,3,2,70,700000
67,3,2,72,875000
67,2,2,77,1200000
69,3,2,71,1000000
63,3,3,63,280000
65,3,2,68,675000
77,3,2,82,13500000
82,3,2,86,24000000
68,3,2,72,1200000
67,3,3,72,1000000
64,4,2,68,500000
65,2,2,72,750000
71,4,2,73,1200000
69,4,2,70,1100000
73,2,2,74,3700000
68,4,3,72,950000
65,3,3,65,550000
72,3,3,71,2400000
76,2,3,77,8500000
75,3,3,74,6000000
71,3,4,76,2400000
68,3,3,73,1200000
78,2,4,80,11000000
65,3,2,65,400000
70,3,2,70,1500000
74,3,4,78,8500000
72,3,3,73,3700000
74,3,2,76,6000000
73,2,2,80,4700000
70,3,2,72,1800000
72,3,2,73,2900000
66,2,1,70,575000
74,3,2,78,7000000
69,2,3,74,1400000
61,2,2,70,325000
65,2,2,66,550000
65,4,2,66,450000
66,4,2,70,700000
76,3,3,80,12500000
69,4,4,68,950000
71,3,4,74,2300000
70,4,3,71,2100000
58,2,1,67,250000
75,2,2,76,5500000
70,3,4,79,3500000
78,4,3,80,12500000
70,3,3,72,2800000
64,3,3,69,500000
67,4,3,70,600000
62,3,1,76,900000
70,2,2,76,2000000
69,3,2,76,1500000
64,3,3,74,825000
67,4,2,72,1000000
74,4,3,75,6500000
72,2,2,76,4100000
64,3,3,73,900000
65,3,1,69,500000
77,3,2,86,13000000
71,2,2,81,4200000
63,3,3,63,200000
62,3,3,62,325000
62,3,3,67,400000
70,3,2,74,1900000
72,3,4,72,2800000
62,3,2,70,525000
67,3,2,68,700000
64,4,1,71,625000
76,4,3,82,13500000
76,4,3,82,13500000
76,4,3,82,13500000
76,4,3,82,13500000
76,3,1,85,10000000
71,3,2,76,2700000
69,3,2,73,1100000
65,4,3,67,800000
64,3,2,70,775000
84,3,2,87,32000000
69,3,1,78,2000000
81,3,4,85,28000000
75,3,2,75,5500000
64,2,1,71,475000
60,2,3,65,450000
69,3,4,74,1400000
66,3,2,72,750000
65,2,2,73,775000
68,4,3,73,1200000
67,3,4,73,1200000
66,3,2,72,750000
64,3,2,68,675000
69,2,1,70,750000
79,3,3,83,13500000
73,4,2,80,10000000
65,3,2,70,625000
67,4,2,69,900000
60,3,3,62,110000
58,3,2,64,150000
70,2,3,71,2500000
76,4,4,75,6500000
67,4,2,69,750000
65,3,3,71,850000
69,4,3,72,1100000
67,3,2,72,975000
65,3,1,67,450000
78,3,3,78,10000000
71,2,1,72,1300000
64,3,2,64,425000
70,3,2,77,2100000
70,3,2,76,2500000
63,3,2,67,400000
59,3,2,67,200000
67,3,3,68,675000
67,3,3,78,2600000
79,3,2,86,18000000
75,3,2,78,4500000
70,3,1,75,1700000
60,3,1,65,200000
72,3,3,75,3100000
66,3,2,68,575000
80,3,3,87,20500000
73,2,2,79,4700000
73,2,2,74,4600000
75,4,2,80,7500000
63,2,2,63,270000
70,3,2,80,3900000
72,4,2,75,3300000
66,2,1,68,0
70,3,3,70,1700000
66,2,2,68,700000
68,3,1,70,725000
68,4,3,71,2400000
74,3,2,77,6000000
71,3,4,74,3800000
67,4,2,72,950000
66,3,1,70,575000
66,4,3,77,1500000
64,3,3,72,675000
64,3,2,73,675000
71,2,3,77,4200000
71,3,3,75,3100000
77,2,2,77,7500000
68,3,3,74,1200000
70,3,3,76,3100000
73,4,3,79,5500000
65,2,1,73,750000
66,4,3,70,850000
70,4,3,76,3200000
63,3,2,61,210000
80,3,2,84,16500000
73,3,2,76,4300000
72,3,2,74,3700000
73,3,3,70,0
71,3,2,76,3100000
66,2,1,73,675000
67,4,3,72,1000000
65,3,2,71,750000
72,2,1,75,1700000
75,3,2,81,8500000
66,3,2,74,825000
75,5,4,79,8500000
74,4,4,80,10000000
79,3,3,84,16500000
78,2,2,77,5000000
71,3,1,75,4300000
72,3,3,73,3500000
63,2,1,67,325000
66,3,2,69,800000
72,3,3,72,2800000
72,4,3,77,5500000
64,2,2,67,775000
70,3,2,72,2200000
80,3,2,86,24500000
69,2,1,71,850000
68,3,2,71,950000
64,4,2,64,475000
70,3,2,70,1800000
73,2,2,77,4300000
70,3,3,78,0
63,3,3,73,600000
71,3,2,79,5500000
68,3,1,68,600000
81,3,3,84,22000000
60,3,3,66,240000
61,2,2,69,375000
78,4,3,77,6500000
70,2,2,70,1400000
70,3,3,72,2200000
74,3,2,74,3700000
79,4,4,84,17000000
72,2,2,74,2500000
67,2,1,76,975000
71,4,3,79,3400000
66,3,2,69,675000
64,3,2,67,750000
71,4,3,80,3700000
69,3,3,74,1200000
72,2,2,74,3000000
64,2,1,71,475000
71,5,3,70,1800000
70,2,2,76,2100000
69,2,4,75,2400000
70,3,3,72,1300000
76,3,2,79,8000000
76,3,3,86,15000000
65,4,3,68,600000
69,3,2,72,1100000
59,2,2,71,650000
69,3,2,72,1100000
58,3,2,65,180000
77,4,2,78,8000000
65,3,2,70,600000
72,2,2,72,3300000
82,3,2,88,29500000
75,3,3,79,9500000
66,4,3,69,825000
69,3,2,75,1200000
69,3,3,70,0
73,3,3,75,5000000
76,3,4,83,11000000
77,3,3,78,10500000
72,3,3,75,2400000
71,3,2,72,2700000
67,3,2,74,1000000
72,2,1,82,3800000
60,3,2,67,290000
67,3,2,71,850000
70,2,2,74,1900000
75,4,3,78,8500000
67,3,4,69,1100000
71,3,3,75,2400000
79,4,3,79,13000000
71,3,3,75,3800000
69,3,3,71,1300000
70,3,2,71,1700000
77,3,3,82,12000000
69,5,3,70,1900000
77,2,2,78,8500000
70,3,3,77,7000000
69,3,2,69,825000
67,2,1,68,600000
69,3,3,74,1400000
74,3,3,76,5000000
61,3,1,62,200000
66,2,1,66,325000
64,3,3,70,625000
72,4,4,73,2300000
76,4,2,81,8500000
61,2,1,68,260000
65,2,1,65,375000
70,4,3,75,2000000
67,4,3,71,2400000
66,3,2,70,675000
69,2,1,76,2200000
77,3,2,77,9000000
75,5,3,79,9000000
72,3,2,74,3000000
61,3,2,65,425000
76,4,3,81,10500000
68,1,1,68,625000
66,3,3,73,1200000
75,2,1,83,9000000
65,3,3,74,850000
